ecr_rank,player,pos,pos_rank,team,tier,bye,rank_min,rank_max,rank_std,rank_ave,ecr_delta,eligibility
1,Jahmyr Gibbs,RB,RB1,DET,1,6,1,5,0.69,1.53,,RB
2,Bijan Robinson,RB,RB2,ATL,1,11,1,5,0.73,2.26,,RB
3,Ja'Marr Chase,WR,WR1,CIN,1,6,1,7,1.17,2.55,,WR
4,Puka Nacua,WR,WR2,LAR,1,11,1,11,1.50,4.56,,WR
5,Jaxon Smith-Njigba,WR,WR3,SEA,1,11,1,11,1.51,5.86,,WR
6,Amon-Ra St. Brown,WR,WR4,DET,1,6,4,11,1.31,6.56,,WR
7,Christian McCaffrey,RB,RB3,SF,1,8,3,20,3.75,8.12,1,RB
8,Jonathan Taylor,RB,RB4,IND,1,13,3,18,2.91,8.48,-1,RB
9,James Cook III,RB,RB5,BUF,1,7,5,24,3.25,10.03,,RB
10,CeeDee Lamb,WR,WR5,DAL,1,14,6,27,3.09,10.59,,WR
11,Justin Jefferson,WR,WR6,MIN,2,6,6,32,4.40,11.59,,WR
12,Chase Brown,RB,RB6,CIN,2,6,8,37,5.20,15.24,,RB
13,A.J. Brown,WR,WR7,NE,2,11,7,46,5.93,15.94,,WR
14,Saquon Barkley,RB,RB7,PHI,2,10,8,34,5.21,16.02,,RB
15,Drake London,WR,WR8,ATL,2,11,8,32,4.94,17.01,,WR
16,De'Von Achane,RB,RB8,MIA,2,6,7,42,6.29,18.21,,RB
17,Brock Bowers,TE,TE1,LV,2,13,10,56,4.76,18.56,,TE
18,Kenneth Walker III,RB,RB9,KC,2,5,9,48,7.23,18.76,,RB
19,Nico Collins,WR,WR9,HOU,2,8,9,37,4.79,19.03,,WR
20,Omarion Hampton,RB,RB10,LAC,2,7,9,55,6.43,19.47,,RB
21,Derrick Henry,RB,RB11,BAL,2,13,11,37,5.43,20.43,,RB
22,George Pickens,WR,WR10,DAL,2,14,9,40,5.91,22.88,,WR
23,Chris Olave,WR,WR11,NO,2,8,10,38,5.84,23.17,,WR
24,Ashton Jeanty,RB,RB12,LV,2,13,7,44,6.75,23.86,,RB
25,Trey McBride,TE,TE2,ARI,3,14,12,60,6.91,24.27,,TE
26,DeVonta Smith,WR,WR12,PHI,3,10,9,43,5.64,28.33,,WR
27,Malik Nabers,WR,WR13,NYG,3,8,11,47,8.19,28.50,,WR
28,Josh Allen,QB,QB1,BUF,3,7,20,46,6.32,28.72,,QB
29,Rashee Rice,WR,WR14,KC,3,5,9,74,9.15,32.08,,WR
30,Zay Flowers,WR,WR15,BAL,3,13,20,53,6.02,32.27,,WR
31,Kyren Williams,RB,RB13,LAR,3,11,14,55,8.25,33.35,,RB
32,Javonte Williams,RB,RB14,DAL,3,14,17,52,7.44,33.75,,RB
33,Breece Hall,RB,RB15,NYJ,3,13,23,52,6.35,36.77,,RB
34,Tee Higgins,WR,WR16,CIN,3,6,19,52,6.14,36.86,,WR
35,Jaylen Waddle,WR,WR17,DEN,3,10,18,63,8.15,38.16,,WR
36,Lamar Jackson,QB,QB2,BAL,3,13,24,78,12.95,38.26,,QB
37,Ladd McConkey,WR,WR18,LAC,3,7,18,61,7.60,38.62,,WR
38,Garrett Wilson,WR,WR19,NYJ,3,13,19,63,6.77,38.87,,WR
39,Jeremiyah Love,RB,RB16,ARI,3,14,23,67,8.55,39.07,,RB
40,Tetairoa McMillan,WR,WR20,CAR,3,5,23,54,6.49,39.28,,WR
41,Colston Loveland,TE,TE3,CHI,3,10,22,96,12.53,39.74,,TE
42,Emeka Egbuka,WR,WR21,TB,3,10,19,63,7.61,41.37,,WR
43,Drake Maye,QB,QB3,NE,4,11,27,76,13.99,42.56,,QB
44,Travis Etienne Jr.,RB,RB17,NO,4,8,19,71,7.90,42.98,,RB
45,D'Andre Swift,RB,RB18,CHI,4,10,27,65,7.34,46.89,,RB
46,Davante Adams,WR,WR22,LAR,4,11,31,80,7.73,49.97,,WR
47,Luther Burden III,WR,WR23,CHI,4,10,28,81,10.52,50.35,,WR
48,Terry McLaurin,WR,WR24,WAS,4,7,35,74,7.31,50.69,,WR
49,Joe Burrow,QB,QB4,CIN,4,6,27,96,14.65,51.03,,QB
50,Bucky Irving,RB,RB19,TB,4,10,28,71,7.55,51.46,,RB
51,Jameson Williams,WR,WR25,DET,4,6,32,88,10.25,51.81,,WR
52,DJ Moore,WR,WR26,BUF,4,7,26,95,11.08,53.20,,WR
53,Cam Skattebo,RB,RB20,NYG,4,8,33,97,8.95,53.49,,RB
54,David Montgomery,RB,RB21,HOU,4,8,35,72,7.56,53.94,,RB
55,Tyler Warren,TE,TE4,IND,4,13,22,84,10.79,54.06,,TE
56,Quinshon Judkins,RB,RB22,CLE,4,11,33,76,7.78,54.38,,RB
57,Christian Watson,WR,WR27,GB,4,11,32,89,10.43,55.20,,WR
58,Rome Odunze,WR,WR28,CHI,4,10,41,91,9.17,58.98,,WR
59,Jadarian Price,RB,RB23,SEA,4,11,33,82,8.29,59.39,,RB
60,Jalen Hurts,QB,QB5,PHI,4,10,29,93,13.38,59.75,,QB
61,Bhayshul Tuten,RB,RB24,JAC,4,7,38,92,9.73,59.97,,RB
62,Parker Washington,WR,WR29,JAC,4,7,35,108,12.60,61.56,,WR
63,Mike Evans,WR,WR30,SF,4,8,35,134,13.47,62.29,,WR
64,Jayden Daniels,QB,QB6,WAS,4,7,29,113,15.21,62.32,,QB
65,TreVeyon Henderson,RB,RB25,NE,5,11,42,100,9.58,67.07,,RB
66,Caleb Williams,QB,QB7,CHI,5,10,29,103,14.13,67.80,,QB
67,Rhamondre Stevenson,RB,RB26,NE,5,11,51,98,9.06,68.41,,RB
68,Tucker Kraft,TE,TE5,GB,5,11,34,110,11.44,71.65,,TE
69,Jaylen Warren,RB,RB27,PIT,5,9,36,113,10.69,71.76,,RB
70,Marvin Harrison Jr.,WR,WR31,ARI,5,14,45,124,13.20,73.26,,WR
71,Justin Herbert,QB,QB8,LAC,5,7,36,103,14.29,74.01,,QB
72,Carnell Tate,WR,WR32,TEN,5,9,47,134,15.54,75.29,,WR
73,Trevor Lawrence,QB,QB9,JAC,5,7,36,117,13.58,77.72,,QB
74,Tony Pollard,RB,RB28,TEN,5,9,56,115,10.68,78.34,,RB
75,DK Metcalf,WR,WR33,PIT,5,9,51,118,11.08,79.40,,WR
76,Dak Prescott,QB,QB10,DAL,5,14,36,123,14.17,79.65,,QB
77,Rico Dowdle,RB,RB29,PIT,5,9,57,119,12.13,80.72,,RB
78,Brian Thomas Jr.,WR,WR34,JAC,5,7,54,127,12.58,81.56,,WR
79,Harold Fannin Jr.,TE,TE6,CLE,5,11,34,130,12.95,81.72,,TE
80,Chris Godwin Jr.,WR,WR35,TB,5,10,54,132,14.35,82.32,,WR
81,Sam LaPorta,TE,TE7,DET,5,6,55,130,13.42,82.44,,TE
82,Kyle Pitts Sr.,TE,TE8,ATL,5,11,56,120,10.92,83.02,,TE
83,Jonathon Brooks,RB,RB30,CAR,5,5,52,218,22.28,84.31,,RB
84,Courtland Sutton,WR,WR36,DEN,5,10,59,126,14.48,87.15,,WR
85,Quentin Johnston,WR,WR37,LAC,5,7,66,135,13.71,90.47,,WR
86,J.K. Dobbins,RB,RB31,DEN,5,10,64,132,13.59,90.81,,RB
87,Michael Pittman Jr.,WR,WR38,PIT,5,9,62,138,14.31,93.07,,WR
88,Michael Wilson,WR,WR39,ARI,5,14,61,139,15.52,93.41,,WR
89,George Kittle,TE,TE9,SF,5,8,45,130,14.19,94.32,,TE
90,Blake Corum,RB,RB32,LAR,5,11,67,145,13.85,94.82,,RB
91,Alec Pierce,WR,WR40,IND,5,13,59,148,17.63,94.91,,WR
92,Chuba Hubbard,RB,RB33,CAR,5,5,64,136,15.56,95.34,,RB
93,MarShawn Lloyd,RB,RB34,GB,6,11,52,283,37.77,91.13,,RB
94,Stefon Diggs,WR,WR41,WAS,6,7,64,175,19.70,97.62,,WR
95,Josh Downs,WR,WR42,IND,6,13,68,147,16.20,98.62,,WR
96,Brock Purdy,QB,QB11,SF,6,8,70,155,13.51,98.92,,QB
97,Bo Nix,QB,QB12,DEN,6,10,62,167,14.87,99.79,,QB
98,Jaxson Dart,QB,QB13,NYG,6,8,62,175,16.56,100.71,,QB
99,Jordan Mason,RB,RB35,MIN,6,6,70,156,18.64,100.99,,RB
100,RJ Harvey,RB,RB36,DEN,6,10,65,140,16.58,101.36,,RB
101,Jacory Croskey-Merritt,RB,RB37,WAS,6,7,71,157,15.30,102.08,,RB
102,Wan'Dale Robinson,WR,WR43,TEN,6,9,67,149,14.63,102.14,,WR
103,Jayden Reed,WR,WR44,GB,6,11,68,153,18.20,103.14,,WR
104,Patrick Mahomes II,QB,QB14,KC,6,5,69,164,15.88,104.23,,QB
105,Travis Kelce,TE,TE10,KC,6,5,66,141,15.69,104.68,,TE
106,Kenny Gainwell,RB,RB38,TB,6,10,65,143,13.97,105.02,,RB
107,Jordan Addison,WR,WR45,MIN,6,6,70,156,16.20,105.47,,WR
108,Jared Goff,QB,QB15,DET,6,6,61,181,16.57,108.01,,QB
109,Matthew Stafford,QB,QB16,LAR,6,11,71,173,16.48,109.16,,QB
110,Dalton Kincaid,TE,TE11,BUF,6,7,76,158,14.38,110.16,,TE
111,Rachaad White,RB,RB39,WAS,6,7,72,189,15.81,113.07,,RB
112,Kyle Monangai,RB,RB40,CHI,6,10,79,168,15.63,113.08,,RB
113,Makai Lemon,WR,WR46,PHI,6,10,76,241,23.82,113.61,,WR
114,KC Concepcion,WR,WR47,CLE,6,11,78,188,20.28,116.20,,WR
115,Jakobi Meyers,WR,WR48,JAC,6,7,73,164,18.92,116.42,,WR
116,Isaiah Likely,TE,TE12,NYG,6,8,81,255,27.25,116.49,,TE
117,De'Zhaun Stribling,WR,WR49,SF,6,8,65,207,26.15,116.66,,WR
118,Dallas Goedert,TE,TE13,PHI,6,10,75,172,16.36,117.39,,TE
119,Kyler Murray,QB,QB17,MIN,6,6,88,205,15.55,117.78,,QB
120,Aaron Jones Sr.,RB,RB41,MIN,6,6,72,149,12.99,118.43,,RB
121,Jordan Love,QB,QB18,GB,6,11,75,226,20.64,123.65,,QB
122,Matthew Golden,WR,WR50,GB,6,11,73,204,22.23,123.87,,WR
123,Chris Rodriguez Jr.,RB,RB42,JAC,6,7,85,224,19.48,124.66,,RB
124,Baker Mayfield,QB,QB19,TB,6,10,89,220,17.90,125.58,,QB
125,Mark Andrews,TE,TE14,BAL,6,13,76,214,22.80,127.06,,TE
126,Jake Ferguson,TE,TE15,DAL,6,14,86,194,17.62,127.53,,TE
127,Romeo Doubs,WR,WR51,NE,6,11,83,198,17.52,127.87,,WR
128,Xavier Worthy,WR,WR52,KC,6,5,92,196,15.87,129.20,,WR
129,Juwan Johnson,TE,TE16,NO,6,8,90,199,20.04,129.55,,TE
130,Jalen Coker,WR,WR53,CAR,6,5,87,196,18.36,130.81,,WR
131,Tyler Allgeier,RB,RB43,ARI,6,14,92,199,14.82,131.44,,RB
132,Woody Marks,RB,RB44,HOU,6,8,106,191,13.74,132.03,,RB
133,Tyler Shough,QB,QB20,NO,6,8,98,253,21.80,132.42,,QB
134,Khalil Shakir,WR,WR54,BUF,6,7,90,173,15.42,135.05,,WR
135,Malik Willis,QB,QB21,MIA,6,6,102,299,29.65,136.30,,QB
136,Tyjae Spears,RB,RB45,TEN,6,9,113,221,18.47,142.84,,RB
137,Deebo Samuel Sr.,WR,WR55,SF,7,8,79,264,31.73,140.33,,WR
138,Jonah Coleman,RB,RB46,DEN,7,10,101,267,22.23,141.14,,RB
139,Mike Washington Jr.,RB,RB47,LV,7,13,102,279,23.89,142.16,,RB
140,Rashid Shaheed,WR,WR56,SEA,7,11,106,208,18.13,144.88,,WR
141,Sam Darnold,QB,QB22,SEA,7,11,117,301,25.13,151.03,,QB
142,C.J. Stroud,QB,QB23,HOU,7,8,111,300,26.38,155.43,,QB
143,Tank Bigsby,RB,RB48,PHI,7,10,118,292,26.48,156.91,,RB
144,Keaton Mitchell,RB,RB49,LAC,7,7,101,248,24.54,145.08,,RB
145,Daniel Jones,QB,QB24,IND,7,13,104,303,30.43,159.15,,QB
146,Hunter Henry,TE,TE17,NE,7,11,104,225,21.70,159.47,,TE
147,Jordyn Tyson,WR,WR57,NO,7,8,74,261,30.62,142.02,,WR
148,Chig Okonkwo,TE,TE18,WAS,7,7,109,225,24.03,162.43,,TE
149,Denzel Boston,WR,WR58,CLE,7,11,109,316,28.95,159.19,,WR
150,Zach Charbonnet,RB,RB50,SEA,7,11,102,241,21.51,147.72,,RB
151,Dylan Sampson,RB,RB51,CLE,7,11,116,250,23.34,155.73,,RB
152,Tre Tucker,WR,WR59,LV,7,13,108,300,29.35,162.55,,WR
153,Dalton Schultz,TE,TE19,HOU,7,8,114,233,24.57,164.80,,TE
154,Brenton Strange,TE,TE20,JAC,7,7,111,206,19.80,155.62,,TE
155,Cam Ward,QB,QB25,TEN,7,9,133,466,41.21,179.02,,QB
156,Josh Jacobs,RB,RB52,GB,7,11,42,367,49.19,136.44,,RB
157,Adonai Mitchell,WR,WR60,NYJ,7,13,127,243,22.61,171.44,,WR
158,Kayshon Boutte,WR,WR61,HOU,7,8,122,276,23.57,168.64,,WR
159,Emmett Johnson,RB,RB53,KC,7,5,129,326,36.16,173.81,,RB
160,Dontayvion Wicks,WR,WR62,PHI,7,10,120,289,33.77,183.27,,WR
161,Jalen McMillan,WR,WR63,TB,7,10,131,300,27.94,177.29,,WR
162,Alvin Kamara,RB,RB54,NO,7,8,117,332,35.04,171.95,,RB
163,Tyrone Tracy Jr.,RB,RB55,NYG,7,8,120,326,40.75,175.20,,RB
164,Brian Robinson Jr.,RB,RB56,ATL,7,11,130,244,20.36,163.25,,RB
165,Braelon Allen,RB,RB57,NYJ,7,13,118,269,29.93,170.21,,RB
166,Jalen Nailor,WR,WR64,LV,7,13,127,285,30.25,188.58,,WR
167,Jerry Jeudy,WR,WR65,CLE,7,11,122,295,27.85,178.58,,WR
168,Bryce Young,QB,QB26,CAR,7,5,133,462,39.85,188.79,,QB
169,Ray Davis,RB,RB58,BUF,7,7,131,300,30.10,185.31,,RB
170,Tre' Harris,WR,WR66,LAC,7,7,130,297,28.89,185.65,,WR
171,T.J. Hockenson,TE,TE21,MIN,7,6,102,251,30.52,192.35,,TE
172,Jauan Jennings,WR,WR67,MIN,7,6,118,288,28.71,181.45,,WR
173,AJ Barner,TE,TE22,SEA,7,11,143,260,23.85,195.25,,TE
174,Terrance Ferguson,TE,TE23,LAR,7,11,109,279,39.97,183.90,-3,TE
175,Omar Cooper Jr.,WR,WR68,NYJ,7,13,122,318,32.48,189.81,,WR
176,Keenan Allen,WR,WR69,IND,8,13,113,298,46.27,186.97,,WR
177,Ryan Flournoy,WR,WR70,DAL,8,14,135,329,29.92,188.10,,WR
178,Pat Bryant,WR,WR71,DEN,8,10,122,301,29.83,189.94,,WR
179,Malik Washington,WR,WR72,MIA,8,6,93,295,35.09,193.95,,WR
180,Kenyon Sadiq,TE,TE24,NYJ,8,13,139,374,35.23,212.48,3,TE
181,Jacoby Brissett,QB,QB27,ARI,8,14,132,461,45.97,213.57,,QB
182,Houston Texans,DST,DST1,HOU,8,8,124,315,21.65,156.31,,DST
183,Calvin Ridley,WR,WR73,TEN,8,9,143,298,30.90,209.47,,WR
184,Los Angeles Rams,DST,DST2,LAR,8,11,123,317,21.08,165.26,,DST
185,Denver Broncos,DST,DST3,DEN,8,10,131,319,21.19,166.21,,DST
186,Kimani Vidal,RB,RB59,LAC,8,7,142,364,37.86,199.20,,RB
187,Seattle Seahawks,DST,DST4,SEA,8,11,132,321,20.16,168.56,,DST
188,Jaylin Noel,WR,WR74,HOU,8,8,146,283,25.44,204.47,,WR
189,Philadelphia Eagles,DST,DST5,PHI,8,10,133,323,21.21,176.04,,DST
190,Aaron Rodgers,QB,QB28,PIT,8,9,143,463,45.49,227.47,,QB
191,Gunnar Helm,TE,TE25,TEN,8,9,149,289,25.34,223.30,,TE
192,Malik Davis,RB,RB60,DAL,8,14,134,343,45.12,205.97,8,RB
193,Oronde Gadsden II,TE,TE26,LAC,8,7,134,342,38.20,212.33,-3,TE
194,Rashod Bateman,WR,WR75,BAL,8,13,158,298,28.29,221.10,,WR
195,Isiah Pacheco,RB,RB61,DET,8,6,138,330,45.34,196.84,-9,RB
196,Sean Tucker,RB,RB62,TB,8,10,141,329,35.89,207.41,,RB
197,Ja'Kobi Lane,WR,WR76,BAL,8,13,122,319,42.52,196.24,,WR
198,Pat Freiermuth,TE,TE27,PIT,8,9,137,310,30.81,221.22,-3,TE
199,New England Patriots,DST,DST6,NE,8,11,158,325,22.37,187.63,,DST
200,Cade Otton,TE,TE28,TB,8,10,129,319,28.88,231.51,3,TE
201,Pittsburgh Steelers,DST,DST7,PIT,8,9,155,329,19.55,188.55,,DST
202,Brandon Aubrey,K,K1,DAL,8,14,115,314,21.56,182.80,,K
203,Geno Smith,QB,QB29,NYJ,8,13,133,590,47.13,239.60,,QB
204,Jacksonville Jaguars,DST,DST8,JAC,8,7,150,331,23.94,190.65,,DST
205,Kaelon Black,RB,RB63,SF,8,8,130,357,48.55,204.27,,RB
206,Baltimore Ravens,DST,DST9,BAL,8,13,148,333,25.71,198.38,,DST
207,Kaytron Allen,RB,RB64,WAS,8,7,141,354,33.66,218.18,,RB
208,Minnesota Vikings,DST,DST10,MIN,8,6,154,327,22.13,188.10,,DST
209,Cameron Dicker,K,K2,LAC,8,7,139,318,19.76,192.36,,K
210,Los Angeles Chargers,DST,DST11,LAC,8,7,156,335,22.28,193.19,,DST
211,Nicholas Singleton,RB,RB65,TEN,8,9,142,341,39.06,207.33,,RB
212,Travis Hunter,WR,WR77,JAC,8,7,129,302,35.44,202.27,,"WR,CB"
213,Jaylen Wright,RB,RB66,MIA,8,6,145,336,31.37,228.78,,RB
214,Ka'imi Fairbairn,K,K3,HOU,8,8,114,316,20.26,190.96,,K
215,Kansas City Chiefs,DST,DST12,KC,8,5,165,337,25.87,211.07,,DST
216,Malachi Fields,WR,WR78,NYG,8,8,135,345,37.78,217.53,9,WR
217,Chris Bell,WR,WR79,MIA,8,6,136,320,38.92,217.70,,WR
218,Najee Harris,RB,RB67,NYG,8,8,125,321,44.76,217.77,,RB
219,Isaac TeSlaa,WR,WR80,DET,8,6,169,323,25.48,220.51,,WR
220,Cam Little,K,K4,JAC,8,7,149,320,20.24,197.16,,K
221,Cooper Kupp,WR,WR81,SEA,8,11,161,306,29.10,229.76,,WR
222,Jason Myers,K,K5,SEA,8,11,140,322,20.08,200.31,,K
223,George Holani,RB,RB68,SEA,8,11,126,520,47.38,225.35,,RB
224,Zachariah Branch,WR,WR82,ATL,8,11,151,322,35.94,227.62,,WR
225,Darnell Mooney,WR,WR83,NYG,8,8,167,299,26.03,229.88,,WR
226,Justice Hill,RB,RB69,BAL,8,13,134,303,40.39,225.95,,RB
227,Jake Bates,K,K6,DET,8,6,181,328,20.88,221.80,,K
228,Eddy Pineiro,K,K7,SF,8,8,153,324,20.31,210.44,,K
229,Tyler Loop,K,K8,BAL,8,13,156,326,23.68,212.22,,K
230,Kaleb Johnson,RB,RB70,GB,8,11,122,525,50.85,228.56,11,RB
231,Green Bay Packers,DST,DST13,GB,8,11,158,389,33.73,210.18,,DST
232,Evan Engram,TE,TE29,DEN,8,10,138,335,28.75,248.46,,TE
233,Samaje Perine,RB,RB71,CIN,8,6,154,382,40.69,243.76,,RB
234,Buffalo Bills,DST,DST14,BUF,8,7,164,341,30.27,227.33,,DST
235,Devaughn Vele,WR,WR84,NO,8,8,141,325,41.41,234.80,,WR
236,Demond Claiborne,RB,RB72,MIN,8,6,147,366,35.94,242.01,,RB
237,Fernando Mendoza,QB,QB30,LV,8,13,168,628,47.99,272.55,,QB
238,Germie Bernard,WR,WR85,PIT,9,9,161,323,30.97,233.79,,WR
239,Detroit Lions,DST,DST15,DET,9,6,171,343,32.15,221.10,,DST
240,James Conner,RB,RB73,ARI,9,14,153,343,38.69,229.08,-8,RB
241,Emanuel Wilson,RB,RB74,SEA,9,11,140,369,41.83,231.40,,RB
242,Harrison Mevis,K,K9,LAR,9,11,186,338,25.49,231.56,,K
243,Chris Brooks,RB,RB75,GB,9,11,129,521,50.33,239.60,,RB
244,Cairo Santos,K,K10,CHI,9,10,155,345,29.69,224.86,,K
245,Ted Hurst III,WR,WR86,TB,9,10,161,384,39.10,238.62,,WR
246,Greg Dulcich,TE,TE30,MIA,9,6,129,353,41.62,206.50,,TE
247,Chase McLaughlin,K,K11,TB,9,10,182,332,22.65,228.52,,K
248,Troy Franklin,WR,WR87,DEN,9,10,160,367,36.68,229.77,,WR
249,David Njoku,TE,TE31,LAC,9,7,152,348,29.26,244.92,,TE
250,Evan McPherson,K,K12,CIN,9,6,154,332,25.54,216.76,,K
251,Caleb Douglas,WR,WR88,MIA,9,6,134,326,42.29,203.26,,WR
252,Cleveland Browns,DST,DST16,CLE,9,11,166,500,45.23,225.37,,DST
253,Andy Borregales,K,K13,NE,9,11,182,336,23.50,226.28,,K
254,Jack Bech,WR,WR89,LV,9,13,184,316,28.88,249.24,,WR
255,Keon Coleman,WR,WR90,BUF,9,7,160,316,28.78,249.61,,WR
256,Antonio Williams,WR,WR91,WAS,9,7,147,339,37.86,231.17,,WR
257,Tank Dell,WR,WR92,HOU,9,8,172,311,31.61,228.80,,WR
258,Ollie Gordon II,RB,RB76,MIA,9,6,156,438,34.93,248.69,,RB
259,Harrison Butker,K,K14,KC,9,5,178,342,26.15,245.04,,K
260,Colby Parkinson,TE,TE32,LAR,9,11,203,328,22.72,253.52,,TE
261,Tua Tagovailoa,QB,QB31,ATL,9,11,150,626,49.01,285.51,,QB
262,Tory Horton,WR,WR93,SEA,9,11,190,368,27.51,265.72,,WR
263,Jordan James,RB,RB77,SF,9,8,146,380,41.09,254.10,,RB
264,Michael Penix Jr.,QB,QB32,ATL,9,11,191,484,41.41,288.31,,QB
265,Chris Boswell,K,K15,PIT,9,9,175,340,24.73,242.56,,K
266,Kirk Cousins,QB,QB33,LV,9,13,174,592,51.03,293.17,,QB
267,Isaiah Davis,RB,RB78,NYJ,9,13,186,363,25.56,261.15,,RB
268,Elic Ayomanor,WR,WR94,TEN,9,9,177,330,28.75,256.76,,WR
269,LeQuint Allen Jr.,RB,RB79,JAC,9,7,187,522,35.80,273.82,,RB
270,Ty Johnson,RB,RB80,BUF,9,7,163,353,28.56,261.92,,RB
271,Wil Lutz,K,K16,DEN,9,10,175,346,31.49,263.58,,K
272,Tyquan Thornton,WR,WR95,KC,9,5,165,326,31.90,258.14,,WR
273,Kendre Miller,RB,RB81,NO,9,8,154,333,38.07,259.39,,RB
274,Seth McGowan,RB,RB82,IND,9,13,161,342,40.84,248.00,,RB
275,Chimere Dike,WR,WR96,TEN,9,9,173,375,34.93,258.21,,WR
276,Shedeur Sanders,QB,QB34,CLE,9,11,194,630,44.90,300.24,,QB
277,Darius Slayton,WR,WR97,NYG,9,8,201,368,27.82,272.52,,WR
278,Xavier Legette,WR,WR98,CAR,9,5,193,340,30.45,266.75,,WR
279,Deshaun Watson,QB,QB35,CLE,9,11,206,582,44.27,296.20,,QB
280,DJ Giddens,RB,RB83,IND,9,13,203,517,34.78,276.86,,RB
281,Cyrus Allen,WR,WR99,KC,9,5,128,331,49.22,211.84,,WR
282,Will Reichard,K,K17,MIN,9,6,161,344,31.01,249.38,,K
283,Brashard Smith,RB,RB84,KC,9,5,213,528,35.82,283.23,,RB
284,Mason Taylor,TE,TE33,NYJ,9,13,169,351,27.84,269.80,,TE
285,Marvin Mims Jr.,WR,WR100,DEN,9,10,198,340,26.80,275.89,,WR
286,Christian Kirk,WR,WR101,SF,9,8,177,415,37.45,275.18,,WR
287,San Francisco 49ers,DST,DST17,SF,9,8,184,365,36.54,263.43,,DST
288,Elijah Sarratt,WR,WR102,BAL,9,13,204,376,26.62,271.56,,WR
289,Kyle Williams,WR,WR103,NE,9,11,182,393,33.64,269.82,,WR
290,Devin Singletary,RB,RB85,NYG,9,8,216,367,27.02,288.40,,RB
291,Atlanta Falcons,DST,DST18,ATL,9,11,185,505,46.30,277.93,,DST
292,Adam Randall,RB,RB86,BAL,9,13,202,434,34.43,285.86,,RB
293,New Orleans Saints,DST,DST19,NO,9,8,187,381,34.35,261.74,,DST
294,Theo Johnson,TE,TE34,NYG,9,8,178,344,32.75,275.25,,TE
295,Emari Demercado,RB,RB87,DAL,9,14,181,365,28.98,288.99,,RB
296,Eli Stowers,TE,TE35,PHI,9,10,195,374,36.79,278.19,,TE
297,Hollywood Brown,WR,WR104,PHI,9,10,202,365,26.52,286.63,,WR
298,Mack Hollins,WR,WR105,NE,9,11,209,409,29.63,287.54,,WR
299,Mike Gesicki,TE,TE36,CIN,9,6,141,354,32.39,262.48,,TE
300,Indianapolis Colts,DST,DST20,IND,10,13,184,495,42.95,275.22,,DST
301,Tahj Brooks,RB,RB88,CIN,10,6,234,588,43.90,306.66,,RB
302,Isaiah Bond,WR,WR106,CLE,10,11,203,370,29.71,294.14,,WR
303,Skyler Bell,WR,WR107,BUF,10,7,193,542,46.20,288.72,,WR
304,Jaydon Blue,RB,RB89,PHI,10,10,162,496,50.92,274.27,,RB
305,Devin Neal,RB,RB90,FA,10,,176,502,47.54,281.27,,RB
306,Darren Waller,TE,TE37,CAR,10,5,172,341,37.03,253.01,,TE
307,Trevor Etienne,RB,RB91,CAR,10,5,227,581,43.68,307.24,,RB
308,DeMario Douglas,WR,WR108,NE,10,11,168,339,44.91,257.30,,WR
309,Andrei Iosivas,WR,WR109,CIN,10,6,183,335,34.97,272.06,,WR
310,Trey Benson,RB,RB92,ARI,10,14,216,499,43.28,292.90,,RB
311,Jake Tonges,TE,TE38,SF,10,8,214,369,35.99,279.69,,TE
312,Isaac Guerendo,RB,RB93,SF,10,8,227,600,50.90,311.81,,RB
313,Jerome Ford,RB,RB94,WAS,10,7,229,620,50.75,305.88,,RB
314,Audric Estime,RB,RB95,NO,10,8,249,515,41.79,312.89,,RB
315,Will Shipley,RB,RB96,PHI,10,10,242,526,43.80,319.04,,RB
316,Chicago Bears,DST,DST21,CHI,10,10,174,501,56.74,280.79,,DST
317,Jaleel McLaughlin,RB,RB97,CLE,10,11,253,520,40.69,310.59,,RB
318,Brandon Aiyuk,WR,WR110,SF,10,8,166,558,58.11,280.90,,WR
319,Darnell Washington,TE,TE39,PIT,10,9,209,388,38.08,284.37,,TE
320,Charlie Kolar,TE,TE40,LAC,10,7,129,405,54.29,266.31,,TE
321,Jarquez Hunter,RB,RB98,FA,10,,252,517,41.84,316.05,,RB
322,Michael Mayer,TE,TE41,LV,10,13,199,391,38.87,286.79,,TE
323,Jahan Dotson,WR,WR111,ATL,10,11,167,562,58.61,275.64,,WR
324,Kareem Hunt,RB,RB99,FA,10,,218,523,39.33,313.70,,RB
325,Bryce Lance,WR,WR112,NO,10,8,177,566,55.13,284.39,,WR
326,Xavier Hutchinson,WR,WR113,HOU,10,8,185,346,39.36,280.02,,WR
327,Charlie Smyth,K,K18,NO,10,8,208,366,38.58,281.27,,K
328,Elijah Arroyo,TE,TE42,SEA,10,11,224,417,41.03,299.14,,TE
329,Jalen Tolbert,WR,WR114,MIA,10,6,195,387,43.14,282.68,,WR
330,Oscar Delp,TE,TE43,NO,10,8,196,439,44.14,305.54,,TE
331,Jacob Saylors,RB,RB100,DET,10,6,154,593,86.59,282.26,,RB
332,Tyreek Hill,WR,WR115,FA,10,,193,372,43.85,282.66,,WR
333,Carson Beck,QB,QB36,ARI,10,14,260,629,65.38,333.89,,QB
334,Eli Raridon,TE,TE44,NE,10,11,192,411,48.08,305.88,,TE
335,Dawson Knox,TE,TE45,BUF,10,7,232,406,37.23,313.31,,TE
