batch,run,position,season,k,universe,targets,S,first_feature_season,n_board_vet,n_vet,rho_points_fullvet,mae_games_fullvet,bias_games_fullvet,coverage,rho_points,pearson_points,mae_games,bias_games,rho_games,mae_naive_games
C4,C4Ik,TE,2019,0,m_panel_ppr12,2014-2024,11,2012,11,91,0.5245217766873996,4.4594515365653935,-0.4437828034054566,0.9090909090909092,0.3545454545454546,0.1924762514223069,4.722666238871451,-2.0513218282488626,-0.2857415935487382,4.636363636363637
C4,C4Ik,TE,2020,0,m_panel_ppr12,2014-2024,11,2012,16,85,0.6259146735268013,4.289479391459962,-1.0636886553452485,0.8125,0.3647058823529411,0.5178295208946678,3.7180769953872463,-3.1816377656347115,-0.0059935603820255,2.9375
C4,C4Ik,TE,2021,0,m_panel_ppr12,2014-2024,11,2012,17,90,0.6710966668526193,4.365104192023898,-0.0740111258864436,0.9411764705882352,0.375,0.5625426762310319,3.805844813087336,-2.0048274026921824,0.179237621012436,3.3529411764705883
C4,C4Ik,TE,2022,0,m_panel_ppr12,2014-2024,11,2012,14,89,0.781829569602435,3.493176037332559,0.3272343015287291,0.8571428571428571,0.3846153846153846,0.3304343002088187,3.2127346276642306,-2.1296638222886832,-0.0227672917790708,2.9285714285714284
C4,C4Ik,TE,2023,0,m_panel_ppr12,2014-2024,11,2012,17,89,0.7639983438900924,3.7576046559499785,-0.4375649095012279,0.8823529411764706,0.4975490196078431,0.4140183734454933,3.8735957369050986,-2.198997816480559,0.0611453780460701,2.9411764705882355
C4,C4Ik,TE,2024,0,m_panel_ppr12,2014-2024,11,2012,18,86,0.7451093549545046,3.800127637402837,-0.3201037662874345,0.8333333333333334,0.3551884830589627,0.4575233693285341,3.0315350560039067,-1.825960415394188,0.1316021814948344,3.111111111111111
C4,C4J,QB,2014,0,m_panel_ppr12,2014-2024,11,2012,9,61,0.7876684788316833,3.249300719733613,-0.1989978734170689,1.0,,,,,,
C4,C4J,QB,2015,0,m_panel_ppr12,2014-2024,11,2012,10,68,0.6258132990627007,3.66407326773851,-0.5957709834849281,1.0,0.5393939393939393,0.2726853874368532,4.0939605632185,-3.307585825213205,0.3027495893961478,2.2
C4,C4J,QB,2016,0,m_panel_ppr12,2014-2024,11,2012,12,67,0.7707287596761399,3.132516073944255,0.0782730230534416,1.0,0.4055944055944056,0.1572015157292673,3.005041253448226,-2.8805229053998187,0.1554841459116172,0.9166666666666666
C4,C4J,QB,2017,0,m_panel_ppr12,2014-2024,11,2012,13,73,0.7084589401719222,3.1847609734078905,-0.2247789838752757,1.0,0.0329670329670329,-0.2506989766096855,2.383283732727697,-1.2657179920969133,0.3643454616444161,1.1538461538461535
C4,C4J,QB,2018,0,m_panel_ppr12,2014-2024,11,2012,18,65,0.6182184015521986,3.510019443630551,0.0092734618717846,1.0,-0.0856553147574819,-0.1317142448115745,4.319094195402162,-3.010241393573173,0.3397610871230223,3.1666666666666665
C4,C4J,QB,2019,0,m_panel_ppr12,2014-2024,11,2012,19,72,0.6776702000518245,3.710986037907938,0.4705208424056448,1.0,0.3578947368421052,0.1898869642802758,3.81754973117666,-3.232491347139625,-0.0335664364063485,2.3157894736842106
C4,C4J,QB,2020,0,m_panel_ppr12,2014-2024,11,2012,19,73,0.7566560011820465,3.4318057627699203,-0.4637927200987257,1.0,0.4245614035087719,0.412801549686049,3.917341505016233,-2.0962551050752607,0.0779384584786345,2.894736842105264
C4,C4J,QB,2021,0,m_panel_ppr12,2014-2024,11,2012,19,73,0.7119570706900962,3.396125198856095,0.4677615551628972,1.0,0.1245614035087719,0.1034652857173473,3.961307163545644,-1.965536514474643,-0.1068409381430594,3.3157894736842106
C4,C4J,QB,2022,0,m_panel_ppr12,2014-2024,11,2012,19,77,0.7405931816677896,2.849814613584522,-0.2152570560326495,1.0,0.4140350877192982,0.650297506075798,2.680122727630443,-1.1421448053423946,0.5764620422434554,1.947368421052632
